annotation_id,substantive_target_discourse,clinical_frame_present,lived_experience_frame_present,confidence,source_file,derived_frame
llm_train_00713,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00714,True,False,True,medium,annotator_batch_010.jsonl,lived_only
llm_train_00715,True,False,True,high,annotator_batch_010.jsonl,lived_only
llm_train_00716,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00717,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00718,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00719,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00720,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00721,True,False,True,high,annotator_batch_010.jsonl,lived_only
llm_train_00722,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00723,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00724,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00725,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00726,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00727,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00728,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00729,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00730,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00731,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00732,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00733,True,True,False,medium,annotator_batch_010.jsonl,clinical_only
llm_train_00734,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00735,False,,,medium,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00736,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00737,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00738,False,,,medium,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00739,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00740,True,False,True,high,annotator_batch_010.jsonl,lived_only
llm_train_00741,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00742,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00743,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00744,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00745,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00746,True,True,True,medium,annotator_batch_010.jsonl,mixed
llm_train_00747,True,True,False,high,annotator_batch_010.jsonl,clinical_only
llm_train_00748,False,,,high,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00749,False,,,medium,annotator_batch_010.jsonl,non_substantive_or_insufficient
llm_train_00750,True,False,True,high,annotator_batch_010.jsonl,lived_only
llm_train_00751,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00752,True,True,False,medium,annotator_batch_011.jsonl,clinical_only
llm_train_00753,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00754,True,False,True,medium,annotator_batch_011.jsonl,lived_only
llm_train_00755,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00756,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00757,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00758,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00759,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00760,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00761,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00762,True,False,True,high,annotator_batch_011.jsonl,lived_only
llm_train_00763,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00764,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00765,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00766,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00767,True,True,True,high,annotator_batch_011.jsonl,mixed
llm_train_00768,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00769,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00770,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00771,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00772,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00773,True,False,True,high,annotator_batch_011.jsonl,lived_only
llm_train_00774,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00775,False,,,medium,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00776,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00777,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00778,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00779,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00780,True,False,True,high,annotator_batch_011.jsonl,lived_only
llm_train_00781,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00782,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00783,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00784,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00785,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00786,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00787,True,False,True,high,annotator_batch_011.jsonl,lived_only
llm_train_00788,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00789,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00790,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00791,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00792,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00793,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00794,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00795,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00796,True,True,False,medium,annotator_batch_011.jsonl,clinical_only
llm_train_00797,True,False,True,high,annotator_batch_011.jsonl,lived_only
llm_train_00798,True,False,True,high,annotator_batch_011.jsonl,lived_only
llm_train_00799,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00800,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00801,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00802,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00803,True,False,False,high,annotator_batch_011.jsonl,substantive_other
llm_train_00804,True,False,True,high,annotator_batch_011.jsonl,lived_only
llm_train_00805,True,True,True,medium,annotator_batch_011.jsonl,mixed
llm_train_00806,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00807,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00808,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00809,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00810,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00811,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00812,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00813,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00814,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00815,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00816,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00817,True,True,True,high,annotator_batch_011.jsonl,mixed
llm_train_00818,True,False,True,high,annotator_batch_011.jsonl,lived_only
llm_train_00819,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00820,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00821,True,False,True,high,annotator_batch_011.jsonl,lived_only
llm_train_00822,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00823,False,,,high,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00824,False,,,medium,annotator_batch_011.jsonl,non_substantive_or_insufficient
llm_train_00825,True,True,False,high,annotator_batch_011.jsonl,clinical_only
llm_train_00826,False,,,medium,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00827,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00828,True,True,False,medium,annotator_batch_012.jsonl,clinical_only
llm_train_00829,True,True,False,medium,annotator_batch_012.jsonl,clinical_only
llm_train_00830,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00831,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00832,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00833,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00834,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00835,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00836,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00837,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00838,False,,,medium,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00839,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00840,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00841,True,True,True,medium,annotator_batch_012.jsonl,mixed
llm_train_00842,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00843,True,False,True,medium,annotator_batch_012.jsonl,lived_only
llm_train_00844,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00845,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00846,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00847,False,,,medium,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00848,True,True,False,medium,annotator_batch_012.jsonl,clinical_only
llm_train_00849,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00850,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00851,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00852,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00853,True,True,False,medium,annotator_batch_012.jsonl,clinical_only
llm_train_00854,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00855,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00856,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00857,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00858,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00859,True,False,False,medium,annotator_batch_012.jsonl,substantive_other
llm_train_00860,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00861,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00862,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00863,False,,,medium,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00864,False,,,medium,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00865,True,True,False,medium,annotator_batch_012.jsonl,clinical_only
llm_train_00866,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00867,True,False,True,medium,annotator_batch_012.jsonl,lived_only
llm_train_00868,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00869,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00870,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00871,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00872,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00873,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00874,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00875,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00876,True,True,True,medium,annotator_batch_012.jsonl,mixed
llm_train_00877,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00878,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00879,True,False,True,medium,annotator_batch_012.jsonl,lived_only
llm_train_00880,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00881,True,False,True,medium,annotator_batch_012.jsonl,lived_only
llm_train_00882,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00883,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00884,True,True,True,medium,annotator_batch_012.jsonl,mixed
llm_train_00885,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00886,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00887,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00888,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00889,True,False,True,high,annotator_batch_012.jsonl,lived_only
llm_train_00890,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00891,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00892,True,False,True,medium,annotator_batch_012.jsonl,lived_only
llm_train_00893,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00894,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00895,False,,,medium,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00896,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00897,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00898,True,True,False,high,annotator_batch_012.jsonl,clinical_only
llm_train_00899,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00900,False,,,high,annotator_batch_012.jsonl,non_substantive_or_insufficient
llm_train_00901,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00902,False,,,medium,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00903,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00904,True,False,True,high,annotator_batch_013.jsonl,lived_only
llm_train_00905,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00906,False,,,medium,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00907,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00908,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00909,True,False,True,high,annotator_batch_013.jsonl,lived_only
llm_train_00910,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00911,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00912,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00913,True,True,True,medium,annotator_batch_013.jsonl,mixed
llm_train_00914,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00915,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00916,False,,,medium,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00917,True,False,True,medium,annotator_batch_013.jsonl,lived_only
llm_train_00918,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00919,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00920,True,False,True,medium,annotator_batch_013.jsonl,lived_only
llm_train_00921,True,False,True,high,annotator_batch_013.jsonl,lived_only
llm_train_00922,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00923,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00924,True,True,True,high,annotator_batch_013.jsonl,mixed
llm_train_00925,True,False,True,medium,annotator_batch_013.jsonl,lived_only
llm_train_00926,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00927,True,False,True,medium,annotator_batch_013.jsonl,lived_only
llm_train_00928,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00929,True,False,True,high,annotator_batch_013.jsonl,lived_only
llm_train_00930,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00931,True,False,True,medium,annotator_batch_013.jsonl,lived_only
llm_train_00932,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00933,True,True,True,high,annotator_batch_013.jsonl,mixed
llm_train_00934,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00935,True,False,True,high,annotator_batch_013.jsonl,lived_only
llm_train_00936,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00937,False,,,medium,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00938,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00939,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00940,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00941,True,False,True,high,annotator_batch_013.jsonl,lived_only
llm_train_00942,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00943,True,True,True,high,annotator_batch_013.jsonl,mixed
llm_train_00944,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00945,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00946,False,,,medium,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00947,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00948,True,True,True,high,annotator_batch_013.jsonl,mixed
llm_train_00949,False,,,medium,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00950,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00951,False,,,medium,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00952,True,True,False,medium,annotator_batch_013.jsonl,clinical_only
llm_train_00953,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00954,True,True,False,medium,annotator_batch_013.jsonl,clinical_only
llm_train_00955,False,,,medium,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00956,True,False,True,high,annotator_batch_013.jsonl,lived_only
llm_train_00957,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00958,True,False,True,high,annotator_batch_013.jsonl,lived_only
llm_train_00959,True,True,False,medium,annotator_batch_013.jsonl,clinical_only
llm_train_00960,True,True,True,high,annotator_batch_013.jsonl,mixed
llm_train_00961,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00962,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00963,True,True,False,medium,annotator_batch_013.jsonl,clinical_only
llm_train_00964,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00965,True,True,True,high,annotator_batch_013.jsonl,mixed
llm_train_00966,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00967,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00968,True,False,False,high,annotator_batch_013.jsonl,substantive_other
llm_train_00969,False,,,medium,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00970,True,True,False,medium,annotator_batch_013.jsonl,clinical_only
llm_train_00971,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00972,True,False,True,high,annotator_batch_013.jsonl,lived_only
llm_train_00973,True,False,False,high,annotator_batch_013.jsonl,substantive_other
llm_train_00974,True,True,False,high,annotator_batch_013.jsonl,clinical_only
llm_train_00975,False,,,high,annotator_batch_013.jsonl,non_substantive_or_insufficient
llm_train_00976,False,,,medium,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_00977,True,False,True,high,annotator_batch_014.jsonl,lived_only
llm_train_00978,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_00979,True,True,True,medium,annotator_batch_014.jsonl,mixed
llm_train_00980,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_00981,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_00982,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_00983,True,False,True,high,annotator_batch_014.jsonl,lived_only
llm_train_00984,True,True,False,medium,annotator_batch_014.jsonl,clinical_only
llm_train_00985,True,True,True,medium,annotator_batch_014.jsonl,mixed
llm_train_00986,True,False,False,medium,annotator_batch_014.jsonl,substantive_other
llm_train_00987,True,True,False,medium,annotator_batch_014.jsonl,clinical_only
llm_train_00988,True,True,True,medium,annotator_batch_014.jsonl,mixed
llm_train_00989,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_00990,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_00991,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_00992,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_00993,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_00994,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_00995,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_00996,False,,,medium,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_00997,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_00998,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_00999,True,True,False,medium,annotator_batch_014.jsonl,clinical_only
llm_train_01000,True,False,True,high,annotator_batch_014.jsonl,lived_only
llm_train_01001,True,False,True,medium,annotator_batch_014.jsonl,lived_only
llm_train_01002,True,False,True,high,annotator_batch_014.jsonl,lived_only
llm_train_01003,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01004,False,,,medium,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01005,True,False,True,medium,annotator_batch_014.jsonl,lived_only
llm_train_01006,True,True,True,high,annotator_batch_014.jsonl,mixed
llm_train_01007,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01008,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01009,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01010,False,,,medium,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01011,False,,,medium,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01012,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01013,True,False,False,medium,annotator_batch_014.jsonl,substantive_other
llm_train_01014,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01015,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01016,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01017,True,False,True,medium,annotator_batch_014.jsonl,lived_only
llm_train_01018,True,False,True,high,annotator_batch_014.jsonl,lived_only
llm_train_01019,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01020,False,,,medium,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01021,True,True,False,medium,annotator_batch_014.jsonl,clinical_only
llm_train_01022,False,,,medium,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01023,True,False,False,high,annotator_batch_014.jsonl,substantive_other
llm_train_01024,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01025,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01026,False,,,medium,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01027,True,True,True,high,annotator_batch_014.jsonl,mixed
llm_train_01028,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01029,True,True,False,medium,annotator_batch_014.jsonl,clinical_only
llm_train_01030,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01031,True,True,False,medium,annotator_batch_014.jsonl,clinical_only
llm_train_01032,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01033,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01034,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01035,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01036,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01037,True,False,True,medium,annotator_batch_014.jsonl,lived_only
llm_train_01038,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01039,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01040,True,False,True,high,annotator_batch_014.jsonl,lived_only
llm_train_01041,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01042,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01043,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01044,True,False,True,high,annotator_batch_014.jsonl,lived_only
llm_train_01045,True,True,True,high,annotator_batch_014.jsonl,mixed
llm_train_01046,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01047,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01048,False,,,high,annotator_batch_014.jsonl,non_substantive_or_insufficient
llm_train_01049,True,True,False,high,annotator_batch_014.jsonl,clinical_only
llm_train_01050,True,False,True,high,annotator_batch_014.jsonl,lived_only
llm_train_01051,False,,,medium,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01052,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01053,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01054,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01055,True,True,True,medium,annotator_batch_015.jsonl,mixed
llm_train_01056,False,,,high,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01057,False,,,medium,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01058,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01059,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01060,False,,,high,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01061,True,False,True,high,annotator_batch_015.jsonl,lived_only
llm_train_01062,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01063,True,True,True,high,annotator_batch_015.jsonl,mixed
llm_train_01064,False,,,high,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01065,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01066,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01067,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01068,True,False,True,medium,annotator_batch_015.jsonl,lived_only
llm_train_01069,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01070,False,,,high,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01071,True,False,True,high,annotator_batch_015.jsonl,lived_only
llm_train_01072,False,,,medium,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01073,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01074,True,True,False,medium,annotator_batch_015.jsonl,clinical_only
llm_train_01075,True,False,True,high,annotator_batch_015.jsonl,lived_only
llm_train_01076,False,,,medium,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01077,False,,,high,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01078,False,,,medium,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01079,True,True,False,high,annotator_batch_015.jsonl,clinical_only
llm_train_01080,False,,,high,annotator_batch_015.jsonl,non_substantive_or_insufficient
llm_train_01081,True,True,True,high,annotator_batch_015.jsonl,mixed
llm_train_01082,True,False,True,high,annotator_batch_015.jsonl,lived_only
