critic_batch_name,source_batch_name,source_chunk_number,critic_batch_size,rows,annotation_id_start,annotation_id_end,source_input_sha256,source_output_sha256,critic_input_sha256,prompt_version,codebook_version
critic_batch_010_01.jsonl,annotator_batch_010.jsonl,1,10,10,llm_train_00676,llm_train_00685,d4b830e7dfef5a5eb6c58b1b971a8ad1fb9796fb33f69562b2e9148db04fba19,184ab256f4a43bd181600aa9cfd69039db7791b592d409b818f504cbd708fcc1,57ddbc70ab46acdad539413a5ab2423a6fc92718d37ca437f1bb1016c00107de,critic_v5,v0.4
critic_batch_010_02.jsonl,annotator_batch_010.jsonl,2,10,10,llm_train_00686,llm_train_00695,d4b830e7dfef5a5eb6c58b1b971a8ad1fb9796fb33f69562b2e9148db04fba19,184ab256f4a43bd181600aa9cfd69039db7791b592d409b818f504cbd708fcc1,ca12b206bf3ea5d195988e3b6186c146425eaeeed9f4f84b05b9e747535290aa,critic_v5,v0.4
critic_batch_010_03.jsonl,annotator_batch_010.jsonl,3,10,10,llm_train_00696,llm_train_00705,d4b830e7dfef5a5eb6c58b1b971a8ad1fb9796fb33f69562b2e9148db04fba19,184ab256f4a43bd181600aa9cfd69039db7791b592d409b818f504cbd708fcc1,7f64b610de3527ed36b8f7cedd44cdfd981fc87f9e8d4c531e74aef06e2dfc2c,critic_v5,v0.4
critic_batch_010_04.jsonl,annotator_batch_010.jsonl,4,10,10,llm_train_00706,llm_train_00715,d4b830e7dfef5a5eb6c58b1b971a8ad1fb9796fb33f69562b2e9148db04fba19,184ab256f4a43bd181600aa9cfd69039db7791b592d409b818f504cbd708fcc1,6d41e033e06c92583d82e1b839c6acedd3761a653bd43a5cfe05bf363bc80d98,critic_v5,v0.4
critic_batch_010_05.jsonl,annotator_batch_010.jsonl,5,10,10,llm_train_00716,llm_train_00725,d4b830e7dfef5a5eb6c58b1b971a8ad1fb9796fb33f69562b2e9148db04fba19,184ab256f4a43bd181600aa9cfd69039db7791b592d409b818f504cbd708fcc1,4549c91ec57073e355590d365288c3c5dc7e1b76c3fea20085dba7f1ae3b7c90,critic_v5,v0.4
critic_batch_010_06.jsonl,annotator_batch_010.jsonl,6,10,10,llm_train_00726,llm_train_00735,d4b830e7dfef5a5eb6c58b1b971a8ad1fb9796fb33f69562b2e9148db04fba19,184ab256f4a43bd181600aa9cfd69039db7791b592d409b818f504cbd708fcc1,eadd699c410c6286991bb3fd6a0afcab30bf681b5d5ba2cfa8ffe1bffa0e391e,critic_v5,v0.4
critic_batch_010_07.jsonl,annotator_batch_010.jsonl,7,10,10,llm_train_00736,llm_train_00745,d4b830e7dfef5a5eb6c58b1b971a8ad1fb9796fb33f69562b2e9148db04fba19,184ab256f4a43bd181600aa9cfd69039db7791b592d409b818f504cbd708fcc1,4cc4b244b475df46dd2b07195bdd6e2c03cd7819c80c6d8b06c79e46823d5c83,critic_v5,v0.4
critic_batch_010_08.jsonl,annotator_batch_010.jsonl,8,10,5,llm_train_00746,llm_train_00750,d4b830e7dfef5a5eb6c58b1b971a8ad1fb9796fb33f69562b2e9148db04fba19,184ab256f4a43bd181600aa9cfd69039db7791b592d409b818f504cbd708fcc1,133be6462266f707097a425322fff927b8ba82768b723df0695eac349193df83,critic_v5,v0.4
critic_batch_011_01.jsonl,annotator_batch_011.jsonl,1,10,10,llm_train_00751,llm_train_00760,c0570c05cbddeaa3d7e9085d88c02776a72c389c118047af8a8b1de9737cb499,5c163add0b65b1b973209953b7b39e4c782d6b376939c85dd00926744012385e,61fc304ba18d0be1d9157fdd76878f964ed655ae892a8ed16916d36f5d154a1f,critic_v5,v0.4
critic_batch_011_02.jsonl,annotator_batch_011.jsonl,2,10,10,llm_train_00761,llm_train_00770,c0570c05cbddeaa3d7e9085d88c02776a72c389c118047af8a8b1de9737cb499,5c163add0b65b1b973209953b7b39e4c782d6b376939c85dd00926744012385e,93e26cb4872965fa5f8fc58cf092cfa9c049b439e2e48d6306c5dd07dce3abcf,critic_v5,v0.4
critic_batch_011_03.jsonl,annotator_batch_011.jsonl,3,10,10,llm_train_00771,llm_train_00780,c0570c05cbddeaa3d7e9085d88c02776a72c389c118047af8a8b1de9737cb499,5c163add0b65b1b973209953b7b39e4c782d6b376939c85dd00926744012385e,13c329b1ac34d77c2012f32db86405e1fd5fecd2b3e348567b107056c87b0fde,critic_v5,v0.4
critic_batch_011_04.jsonl,annotator_batch_011.jsonl,4,10,10,llm_train_00781,llm_train_00790,c0570c05cbddeaa3d7e9085d88c02776a72c389c118047af8a8b1de9737cb499,5c163add0b65b1b973209953b7b39e4c782d6b376939c85dd00926744012385e,5d4723835b414dd507aad00b3d1f389fd10265f438db1fb7a4ae33aee636a607,critic_v5,v0.4
critic_batch_011_05.jsonl,annotator_batch_011.jsonl,5,10,10,llm_train_00791,llm_train_00800,c0570c05cbddeaa3d7e9085d88c02776a72c389c118047af8a8b1de9737cb499,5c163add0b65b1b973209953b7b39e4c782d6b376939c85dd00926744012385e,d2cfe94c03e17c2b700a361ddccde30cb0e2d7ef262cc53d37f9f5e615031552,critic_v5,v0.4
critic_batch_011_06.jsonl,annotator_batch_011.jsonl,6,10,10,llm_train_00801,llm_train_00810,c0570c05cbddeaa3d7e9085d88c02776a72c389c118047af8a8b1de9737cb499,5c163add0b65b1b973209953b7b39e4c782d6b376939c85dd00926744012385e,b767602b5c03c784aba128317bcb7d3f9ae8610309c88c7204de268d56348fb5,critic_v5,v0.4
critic_batch_011_07.jsonl,annotator_batch_011.jsonl,7,10,10,llm_train_00811,llm_train_00820,c0570c05cbddeaa3d7e9085d88c02776a72c389c118047af8a8b1de9737cb499,5c163add0b65b1b973209953b7b39e4c782d6b376939c85dd00926744012385e,72928a59d3a19caf7450567cd4e685691c8a2fe14ac8a09530d9e134c34ec2fe,critic_v5,v0.4
critic_batch_011_08.jsonl,annotator_batch_011.jsonl,8,10,5,llm_train_00821,llm_train_00825,c0570c05cbddeaa3d7e9085d88c02776a72c389c118047af8a8b1de9737cb499,5c163add0b65b1b973209953b7b39e4c782d6b376939c85dd00926744012385e,2ed5e5b920745f9d65d454afe50c6c1f32250713a8e88448455ce006ae5d22ac,critic_v5,v0.4
critic_batch_012_01.jsonl,annotator_batch_012.jsonl,1,10,10,llm_train_00826,llm_train_00835,63922b96d7a5f5c5105bcdc0b1c71193ed82e101c6e57cb1fbcaa2795b2203ad,d88c90b764354a6d0691c6e6a10c3754ca49202860bd62e27fde487765a97b38,52d2ad686c09141ff64260a55548c960642dcc06171a7db9997bcaa4abcaa8c7,critic_v5,v0.4
critic_batch_012_02.jsonl,annotator_batch_012.jsonl,2,10,10,llm_train_00836,llm_train_00845,63922b96d7a5f5c5105bcdc0b1c71193ed82e101c6e57cb1fbcaa2795b2203ad,d88c90b764354a6d0691c6e6a10c3754ca49202860bd62e27fde487765a97b38,5e6fcfebd20a8c3a43110989b71e8ab52ac256c7fcac0ca9b46910995014e287,critic_v5,v0.4
critic_batch_012_03.jsonl,annotator_batch_012.jsonl,3,10,10,llm_train_00846,llm_train_00855,63922b96d7a5f5c5105bcdc0b1c71193ed82e101c6e57cb1fbcaa2795b2203ad,d88c90b764354a6d0691c6e6a10c3754ca49202860bd62e27fde487765a97b38,fbd431098881d5ee11dcc4ff5de54f0b2a1074c7712cdfc11d550241210e7f2f,critic_v5,v0.4
critic_batch_012_04.jsonl,annotator_batch_012.jsonl,4,10,10,llm_train_00856,llm_train_00865,63922b96d7a5f5c5105bcdc0b1c71193ed82e101c6e57cb1fbcaa2795b2203ad,d88c90b764354a6d0691c6e6a10c3754ca49202860bd62e27fde487765a97b38,d82109534b58bab426f803f887ae38fbe22789cf8a3b469fcfcb372d311b09e4,critic_v5,v0.4
critic_batch_012_05.jsonl,annotator_batch_012.jsonl,5,10,10,llm_train_00866,llm_train_00875,63922b96d7a5f5c5105bcdc0b1c71193ed82e101c6e57cb1fbcaa2795b2203ad,d88c90b764354a6d0691c6e6a10c3754ca49202860bd62e27fde487765a97b38,ba62a31ea642fd288b5a09a00a4eb8adbb34f9590df73ebfbc2038da497c66bc,critic_v5,v0.4
critic_batch_012_06.jsonl,annotator_batch_012.jsonl,6,10,10,llm_train_00876,llm_train_00885,63922b96d7a5f5c5105bcdc0b1c71193ed82e101c6e57cb1fbcaa2795b2203ad,d88c90b764354a6d0691c6e6a10c3754ca49202860bd62e27fde487765a97b38,c3760e5b7443c465e5de3d3718d7a9bc5933ad792cca334324eb36e8c4e23a04,critic_v5,v0.4
critic_batch_012_07.jsonl,annotator_batch_012.jsonl,7,10,10,llm_train_00886,llm_train_00895,63922b96d7a5f5c5105bcdc0b1c71193ed82e101c6e57cb1fbcaa2795b2203ad,d88c90b764354a6d0691c6e6a10c3754ca49202860bd62e27fde487765a97b38,8a2b152bec9b099ec6b58d1955a9cfbd0bf334bb3a1e233d4841b52dc8110ce6,critic_v5,v0.4
critic_batch_012_08.jsonl,annotator_batch_012.jsonl,8,10,5,llm_train_00896,llm_train_00900,63922b96d7a5f5c5105bcdc0b1c71193ed82e101c6e57cb1fbcaa2795b2203ad,d88c90b764354a6d0691c6e6a10c3754ca49202860bd62e27fde487765a97b38,ecf03bafacb7c9846de64e487898ba8a411a4452d9aff7eaa8b2f32a9db42ee1,critic_v5,v0.4
critic_batch_013_01.jsonl,annotator_batch_013.jsonl,1,10,10,llm_train_00901,llm_train_00910,55da4a3f8ad8e2d2ac9a27e1c5d47b24e2d6e9efc5813e0bf86e4c8152dbbecf,6f764098c1e86a257c22f0da8fdae20c70d5d29ce306f827181de8f56120b451,20d69b36dfa3dbcef8022dfd85e6499a79682a67a26bcf4f9401a2780e96e99f,critic_v5,v0.4
critic_batch_013_02.jsonl,annotator_batch_013.jsonl,2,10,10,llm_train_00911,llm_train_00920,55da4a3f8ad8e2d2ac9a27e1c5d47b24e2d6e9efc5813e0bf86e4c8152dbbecf,6f764098c1e86a257c22f0da8fdae20c70d5d29ce306f827181de8f56120b451,0ed30ec3a78dac7770d271ca210b58f14daf3be0f74fc48836f1cd449f89e9b3,critic_v5,v0.4
critic_batch_013_03.jsonl,annotator_batch_013.jsonl,3,10,10,llm_train_00921,llm_train_00930,55da4a3f8ad8e2d2ac9a27e1c5d47b24e2d6e9efc5813e0bf86e4c8152dbbecf,6f764098c1e86a257c22f0da8fdae20c70d5d29ce306f827181de8f56120b451,52094d86dcec5c32dbb798347a5c4d9b973901ae20bc5c81c7ec6588f536ce36,critic_v5,v0.4
critic_batch_013_04.jsonl,annotator_batch_013.jsonl,4,10,10,llm_train_00931,llm_train_00940,55da4a3f8ad8e2d2ac9a27e1c5d47b24e2d6e9efc5813e0bf86e4c8152dbbecf,6f764098c1e86a257c22f0da8fdae20c70d5d29ce306f827181de8f56120b451,dc411c82de3ac55036b9fc8314757f9681db024adda3be8bd4ea1d65d6ecdbba,critic_v5,v0.4
critic_batch_013_05.jsonl,annotator_batch_013.jsonl,5,10,10,llm_train_00941,llm_train_00950,55da4a3f8ad8e2d2ac9a27e1c5d47b24e2d6e9efc5813e0bf86e4c8152dbbecf,6f764098c1e86a257c22f0da8fdae20c70d5d29ce306f827181de8f56120b451,40f126beb3fb84323a0732259c856e7c4c8a2d899e05edc353f79c7db429ba1e,critic_v5,v0.4
critic_batch_013_06.jsonl,annotator_batch_013.jsonl,6,10,10,llm_train_00951,llm_train_00960,55da4a3f8ad8e2d2ac9a27e1c5d47b24e2d6e9efc5813e0bf86e4c8152dbbecf,6f764098c1e86a257c22f0da8fdae20c70d5d29ce306f827181de8f56120b451,528428d58344434cdea1f4454f3b0882a30bbb03e7de4f8aa87ff0fec0b576c1,critic_v5,v0.4
critic_batch_013_07.jsonl,annotator_batch_013.jsonl,7,10,10,llm_train_00961,llm_train_00970,55da4a3f8ad8e2d2ac9a27e1c5d47b24e2d6e9efc5813e0bf86e4c8152dbbecf,6f764098c1e86a257c22f0da8fdae20c70d5d29ce306f827181de8f56120b451,1a933fe75b1c604b11fe57c465118039987e24f61ef37150d0c84f1228eaad55,critic_v5,v0.4
critic_batch_013_08.jsonl,annotator_batch_013.jsonl,8,10,5,llm_train_00971,llm_train_00975,55da4a3f8ad8e2d2ac9a27e1c5d47b24e2d6e9efc5813e0bf86e4c8152dbbecf,6f764098c1e86a257c22f0da8fdae20c70d5d29ce306f827181de8f56120b451,6a0ac616a618e43791601428e4244f2b6a288ea0943e1500392b83fde81a98a7,critic_v5,v0.4
critic_batch_014_01.jsonl,annotator_batch_014.jsonl,1,10,10,llm_train_00976,llm_train_00985,df56df2c36fb41a29664ce9904c4a9b3e436784541f43a8e05266bf1b623e7ff,131bbba14786f56b5b30c268132e09e3c49b1bb0a650c8b4f09edcfb048450d7,2bf03fcec32c3a07af73c55efbf105a996f0195a40e5da19b80668c2df66350c,critic_v5,v0.4
critic_batch_014_02.jsonl,annotator_batch_014.jsonl,2,10,10,llm_train_00986,llm_train_00995,df56df2c36fb41a29664ce9904c4a9b3e436784541f43a8e05266bf1b623e7ff,131bbba14786f56b5b30c268132e09e3c49b1bb0a650c8b4f09edcfb048450d7,b52982abf8cee33f96c9e266f6845097f24cd7597baa73f5a5053872da3aba9e,critic_v5,v0.4
critic_batch_014_03.jsonl,annotator_batch_014.jsonl,3,10,10,llm_train_00996,llm_train_01005,df56df2c36fb41a29664ce9904c4a9b3e436784541f43a8e05266bf1b623e7ff,131bbba14786f56b5b30c268132e09e3c49b1bb0a650c8b4f09edcfb048450d7,67ae911c2f802da7dbb5aef21d9f79f1bb2e8ee8d9fbb2f8b9acd1aa27dddb03,critic_v5,v0.4
critic_batch_014_04.jsonl,annotator_batch_014.jsonl,4,10,10,llm_train_01006,llm_train_01015,df56df2c36fb41a29664ce9904c4a9b3e436784541f43a8e05266bf1b623e7ff,131bbba14786f56b5b30c268132e09e3c49b1bb0a650c8b4f09edcfb048450d7,0508afd145312bc5cf34e77075505693438ef2372e7e67c3cb3a1c444e56a838,critic_v5,v0.4
critic_batch_014_05.jsonl,annotator_batch_014.jsonl,5,10,10,llm_train_01016,llm_train_01025,df56df2c36fb41a29664ce9904c4a9b3e436784541f43a8e05266bf1b623e7ff,131bbba14786f56b5b30c268132e09e3c49b1bb0a650c8b4f09edcfb048450d7,440a14f93853e2861dead6651dcfc40fd27807466bfd815afdd2e7790bd41026,critic_v5,v0.4
critic_batch_014_06.jsonl,annotator_batch_014.jsonl,6,10,10,llm_train_01026,llm_train_01035,df56df2c36fb41a29664ce9904c4a9b3e436784541f43a8e05266bf1b623e7ff,131bbba14786f56b5b30c268132e09e3c49b1bb0a650c8b4f09edcfb048450d7,a3c06f19f68db52e6207d4baa40d3ba4b1510b91aee333aa32332a52a64bbf45,critic_v5,v0.4
critic_batch_014_07.jsonl,annotator_batch_014.jsonl,7,10,10,llm_train_01036,llm_train_01045,df56df2c36fb41a29664ce9904c4a9b3e436784541f43a8e05266bf1b623e7ff,131bbba14786f56b5b30c268132e09e3c49b1bb0a650c8b4f09edcfb048450d7,4a2dc105fd93b13a4c6b2b2698200c3a1bc1fa9ba2e7688568ab20ccf94fccda,critic_v5,v0.4
critic_batch_014_08.jsonl,annotator_batch_014.jsonl,8,10,5,llm_train_01046,llm_train_01050,df56df2c36fb41a29664ce9904c4a9b3e436784541f43a8e05266bf1b623e7ff,131bbba14786f56b5b30c268132e09e3c49b1bb0a650c8b4f09edcfb048450d7,ddcf12fa293b5ba1d1a5e26b508530e77563acf7850ce1d320a64c8c4ff12c5f,critic_v5,v0.4
critic_batch_015_01.jsonl,annotator_batch_015.jsonl,1,10,10,llm_train_01051,llm_train_01060,781e97828662b3da0a8052bd0b3c6966a41780bb255cfa5cfc0158ca51a01c53,52a897c04f68df86e4b8f88d280c2062b5e420409590fd7ece6c8f5e1c39e0da,c68060e2ebb5d63cce1f04fc357e38ade11cd8d1e0d2d6b0d65f41e2aaa6e315,critic_v5,v0.4
critic_batch_015_02.jsonl,annotator_batch_015.jsonl,2,10,10,llm_train_01061,llm_train_01070,781e97828662b3da0a8052bd0b3c6966a41780bb255cfa5cfc0158ca51a01c53,52a897c04f68df86e4b8f88d280c2062b5e420409590fd7ece6c8f5e1c39e0da,32ab8b3ce220d49fafd0fd68269289a6f8910516933a95928e60c558b375f7f0,critic_v5,v0.4
critic_batch_015_03.jsonl,annotator_batch_015.jsonl,3,10,10,llm_train_01071,llm_train_01080,781e97828662b3da0a8052bd0b3c6966a41780bb255cfa5cfc0158ca51a01c53,52a897c04f68df86e4b8f88d280c2062b5e420409590fd7ece6c8f5e1c39e0da,393a42fef0626c2090536bffd255b50b05b01281d1bb25b2807eceb5b39fcef5,critic_v5,v0.4
critic_batch_015_04.jsonl,annotator_batch_015.jsonl,4,10,10,llm_train_01081,llm_train_01090,781e97828662b3da0a8052bd0b3c6966a41780bb255cfa5cfc0158ca51a01c53,52a897c04f68df86e4b8f88d280c2062b5e420409590fd7ece6c8f5e1c39e0da,17a82edb89d724cb3a3604e52ad75b9e3a20eaf2504bf49125083fe3ba235ff7,critic_v5,v0.4
critic_batch_015_05.jsonl,annotator_batch_015.jsonl,5,10,10,llm_train_01091,llm_train_01100,781e97828662b3da0a8052bd0b3c6966a41780bb255cfa5cfc0158ca51a01c53,52a897c04f68df86e4b8f88d280c2062b5e420409590fd7ece6c8f5e1c39e0da,afcc8ea7afa5cb34497932c35848a4bf16c2c1cfb619a703fc16ff0fb943ed89,critic_v5,v0.4
critic_batch_015_06.jsonl,annotator_batch_015.jsonl,6,10,10,llm_train_01101,llm_train_01110,781e97828662b3da0a8052bd0b3c6966a41780bb255cfa5cfc0158ca51a01c53,52a897c04f68df86e4b8f88d280c2062b5e420409590fd7ece6c8f5e1c39e0da,52f98f0c28792c335a45e0391a2f61d5fd9e2e3f46d466eca5a1d0b8df3faa99,critic_v5,v0.4
critic_batch_015_07.jsonl,annotator_batch_015.jsonl,7,10,10,llm_train_01111,llm_train_01120,781e97828662b3da0a8052bd0b3c6966a41780bb255cfa5cfc0158ca51a01c53,52a897c04f68df86e4b8f88d280c2062b5e420409590fd7ece6c8f5e1c39e0da,557ff4396e02f27015db71d2f57c493ed626c2a848e7ba3b1dbf5601612c288b,critic_v5,v0.4
critic_batch_015_08.jsonl,annotator_batch_015.jsonl,8,10,5,llm_train_01121,llm_train_01125,781e97828662b3da0a8052bd0b3c6966a41780bb255cfa5cfc0158ca51a01c53,52a897c04f68df86e4b8f88d280c2062b5e420409590fd7ece6c8f5e1c39e0da,c666609f569e640f5e02aaa8c145b5a61dbfc570dc9ab721713dbdfb5962ea98,critic_v5,v0.4
critic_batch_016_01.jsonl,annotator_batch_016.jsonl,1,10,10,llm_train_01126,llm_train_01135,61a1344d7fd82c53af00f1a9ad8af9d15cd4bdbc4a54a33e70419da279c0dfcf,7f2f72da61fcd1f4b24b0dc37232731e543492998613bb0e6d890c973d5e8ddf,6179fbc69590af23fbf557bfaa229f90a4bf193b19e476eb1851dda3d5cba7f1,critic_v5,v0.4
critic_batch_016_02.jsonl,annotator_batch_016.jsonl,2,10,10,llm_train_01136,llm_train_01145,61a1344d7fd82c53af00f1a9ad8af9d15cd4bdbc4a54a33e70419da279c0dfcf,7f2f72da61fcd1f4b24b0dc37232731e543492998613bb0e6d890c973d5e8ddf,ed7a644fd50ec418c5c7a646945a64d6c5dc04515e4bf04b13cf0184cacaf707,critic_v5,v0.4
critic_batch_016_03.jsonl,annotator_batch_016.jsonl,3,10,10,llm_train_01146,llm_train_01155,61a1344d7fd82c53af00f1a9ad8af9d15cd4bdbc4a54a33e70419da279c0dfcf,7f2f72da61fcd1f4b24b0dc37232731e543492998613bb0e6d890c973d5e8ddf,255c21d69794ec4bcaa85bf7745f49983c6688bb368cc675b60ee89eacf301e9,critic_v5,v0.4
critic_batch_016_04.jsonl,annotator_batch_016.jsonl,4,10,10,llm_train_01156,llm_train_01165,61a1344d7fd82c53af00f1a9ad8af9d15cd4bdbc4a54a33e70419da279c0dfcf,7f2f72da61fcd1f4b24b0dc37232731e543492998613bb0e6d890c973d5e8ddf,eb164f03672dd66b0eb79f4caea0462e3c3f705684c636e71eb3eab6b739a29a,critic_v5,v0.4
critic_batch_016_05.jsonl,annotator_batch_016.jsonl,5,10,10,llm_train_01166,llm_train_01175,61a1344d7fd82c53af00f1a9ad8af9d15cd4bdbc4a54a33e70419da279c0dfcf,7f2f72da61fcd1f4b24b0dc37232731e543492998613bb0e6d890c973d5e8ddf,1de3b864b13170a242000147bd6937e052d199f6f6671d36eb302b9b74af9591,critic_v5,v0.4
critic_batch_016_06.jsonl,annotator_batch_016.jsonl,6,10,10,llm_train_01176,llm_train_01185,61a1344d7fd82c53af00f1a9ad8af9d15cd4bdbc4a54a33e70419da279c0dfcf,7f2f72da61fcd1f4b24b0dc37232731e543492998613bb0e6d890c973d5e8ddf,d7761c3366c0e541b6e21af7f51e8bd3a1f69db9605c4aa769678c7174cc1941,critic_v5,v0.4
critic_batch_016_07.jsonl,annotator_batch_016.jsonl,7,10,10,llm_train_01186,llm_train_01195,61a1344d7fd82c53af00f1a9ad8af9d15cd4bdbc4a54a33e70419da279c0dfcf,7f2f72da61fcd1f4b24b0dc37232731e543492998613bb0e6d890c973d5e8ddf,6bd8ce19f24d0d87872415dc38eb3bb5e3f7c06853978743109ef9e32134401f,critic_v5,v0.4
critic_batch_016_08.jsonl,annotator_batch_016.jsonl,8,10,5,llm_train_01196,llm_train_01200,61a1344d7fd82c53af00f1a9ad8af9d15cd4bdbc4a54a33e70419da279c0dfcf,7f2f72da61fcd1f4b24b0dc37232731e543492998613bb0e6d890c973d5e8ddf,69e5e588796fc0006a3a2f0cb4cf770e371aa38157cd7cc5d97ecf984b285538,critic_v5,v0.4
critic_batch_017_01.jsonl,annotator_batch_017.jsonl,1,10,10,llm_train_01201,llm_train_01210,f7d4afe7353f3b5133b6a37e6ddc340b77c5b8155db6236c05bec50e769331da,5fdd1131c976c051ba7f58f468ebda7d6619a7699b5d2ea9eb6aaa5bc225d530,4295e1fdd21826ae5fca362ed555328c8aaacca9e230609f2d0b8c8faf17bce8,critic_v5,v0.4
critic_batch_017_02.jsonl,annotator_batch_017.jsonl,2,10,10,llm_train_01211,llm_train_01220,f7d4afe7353f3b5133b6a37e6ddc340b77c5b8155db6236c05bec50e769331da,5fdd1131c976c051ba7f58f468ebda7d6619a7699b5d2ea9eb6aaa5bc225d530,4a918ef9bb7e7773a6d6eb3ba1ce2e46637e03bd8c1bcbe43379d7c078096353,critic_v5,v0.4
critic_batch_017_03.jsonl,annotator_batch_017.jsonl,3,10,10,llm_train_01221,llm_train_01230,f7d4afe7353f3b5133b6a37e6ddc340b77c5b8155db6236c05bec50e769331da,5fdd1131c976c051ba7f58f468ebda7d6619a7699b5d2ea9eb6aaa5bc225d530,188206292bf3c410d2c2a33a8ec9e12230963d844a2788eadd1abb1e92d4e378,critic_v5,v0.4
critic_batch_017_04.jsonl,annotator_batch_017.jsonl,4,10,10,llm_train_01231,llm_train_01240,f7d4afe7353f3b5133b6a37e6ddc340b77c5b8155db6236c05bec50e769331da,5fdd1131c976c051ba7f58f468ebda7d6619a7699b5d2ea9eb6aaa5bc225d530,e57fdd3e3ed033d0b5d0d8c0e8aca673d4bf550f0044035de3c9f21b46b6e341,critic_v5,v0.4
critic_batch_017_05.jsonl,annotator_batch_017.jsonl,5,10,10,llm_train_01241,llm_train_01250,f7d4afe7353f3b5133b6a37e6ddc340b77c5b8155db6236c05bec50e769331da,5fdd1131c976c051ba7f58f468ebda7d6619a7699b5d2ea9eb6aaa5bc225d530,8655ed639561749541df7fc228c6331459b6822dd67a7a08fceb1231baf0de90,critic_v5,v0.4
critic_batch_017_06.jsonl,annotator_batch_017.jsonl,6,10,10,llm_train_01251,llm_train_01260,f7d4afe7353f3b5133b6a37e6ddc340b77c5b8155db6236c05bec50e769331da,5fdd1131c976c051ba7f58f468ebda7d6619a7699b5d2ea9eb6aaa5bc225d530,94eac8474197637b37ac5c12cb685676cd866b8788556ec97816c3701be3b0b0,critic_v5,v0.4
critic_batch_017_07.jsonl,annotator_batch_017.jsonl,7,10,10,llm_train_01261,llm_train_01270,f7d4afe7353f3b5133b6a37e6ddc340b77c5b8155db6236c05bec50e769331da,5fdd1131c976c051ba7f58f468ebda7d6619a7699b5d2ea9eb6aaa5bc225d530,7daf01f0c78c5cd4a9440bc503fec01107c6c8d0f1c2d082651a332c45595ac6,critic_v5,v0.4
critic_batch_017_08.jsonl,annotator_batch_017.jsonl,8,10,5,llm_train_01271,llm_train_01275,f7d4afe7353f3b5133b6a37e6ddc340b77c5b8155db6236c05bec50e769331da,5fdd1131c976c051ba7f58f468ebda7d6619a7699b5d2ea9eb6aaa5bc225d530,9e7591320b7ec37fe13b1cf85823e4d2527209f2e4c8db8ced86577f2c51c214,critic_v5,v0.4
critic_batch_018_01.jsonl,annotator_batch_018.jsonl,1,10,10,llm_train_01276,llm_train_01285,48eb4a8d45bfd323ffbc3411d718010efe646ee30cb623058d95548b416d9600,40a365ef332df1dadd62ca46c2004ec8e7fe94bf42783552188cd80158bb890d,bcdca636e7773cb5d47525f014a5cfd84fea75e2b4e2ae0dfcbc48ac802db1d4,critic_v5,v0.4
critic_batch_018_02.jsonl,annotator_batch_018.jsonl,2,10,10,llm_train_01286,llm_train_01295,48eb4a8d45bfd323ffbc3411d718010efe646ee30cb623058d95548b416d9600,40a365ef332df1dadd62ca46c2004ec8e7fe94bf42783552188cd80158bb890d,2665c44726d29f3999315cca9afc36e7f51786f9dbd09aa9e2b14a89a47bb9c1,critic_v5,v0.4
critic_batch_018_03.jsonl,annotator_batch_018.jsonl,3,10,10,llm_train_01296,llm_train_01305,48eb4a8d45bfd323ffbc3411d718010efe646ee30cb623058d95548b416d9600,40a365ef332df1dadd62ca46c2004ec8e7fe94bf42783552188cd80158bb890d,113dc303a6dcd694ef0840b8771a6953af6ce1c39f5b5d6c91e6c1bb1bec345f,critic_v5,v0.4
critic_batch_018_04.jsonl,annotator_batch_018.jsonl,4,10,10,llm_train_01306,llm_train_01315,48eb4a8d45bfd323ffbc3411d718010efe646ee30cb623058d95548b416d9600,40a365ef332df1dadd62ca46c2004ec8e7fe94bf42783552188cd80158bb890d,188d78aac2d67802fe6ff35f5cd06fc6af79441c20e8e8e10ec0013576697491,critic_v5,v0.4
critic_batch_018_05.jsonl,annotator_batch_018.jsonl,5,10,10,llm_train_01316,llm_train_01325,48eb4a8d45bfd323ffbc3411d718010efe646ee30cb623058d95548b416d9600,40a365ef332df1dadd62ca46c2004ec8e7fe94bf42783552188cd80158bb890d,c26ae54b1bc7a52af9527db587de1affbc8ffa02fa2553b09a41f9bc39db8470,critic_v5,v0.4
critic_batch_018_06.jsonl,annotator_batch_018.jsonl,6,10,10,llm_train_01326,llm_train_01335,48eb4a8d45bfd323ffbc3411d718010efe646ee30cb623058d95548b416d9600,40a365ef332df1dadd62ca46c2004ec8e7fe94bf42783552188cd80158bb890d,cb3034835477363622668ff1496fc2731c6183f4272ee0516c12b9817e66b7bf,critic_v5,v0.4
critic_batch_018_07.jsonl,annotator_batch_018.jsonl,7,10,10,llm_train_01336,llm_train_01345,48eb4a8d45bfd323ffbc3411d718010efe646ee30cb623058d95548b416d9600,40a365ef332df1dadd62ca46c2004ec8e7fe94bf42783552188cd80158bb890d,732c3dfee057073bbe34af82e88e489017abedbe365027267abbd67032363eae,critic_v5,v0.4
critic_batch_018_08.jsonl,annotator_batch_018.jsonl,8,10,5,llm_train_01346,llm_train_01350,48eb4a8d45bfd323ffbc3411d718010efe646ee30cb623058d95548b416d9600,40a365ef332df1dadd62ca46c2004ec8e7fe94bf42783552188cd80158bb890d,e43f94cdc96d05530c66f4b85b707c121565134c266a61a9be5831ed94157de9,critic_v5,v0.4
