analysis_unit,frame_stratum,frame_label,period,period_order,period_start,period_end,rank,lsc_year,doc_id,registered_domain,raw_form,context_source,context_token_count,avg_distance_to_cell_contexts,distance_percentile_in_cell,distance_z_in_cell,cell_breadth_mean_pairwise_distance,cell_contexts,cell_documents,cell_domains,content_word_hints,snippet
ADHD,lived_only,Lived experience,2014-2017,1,2014,2017,5,2015,1c886f4879bbb39d,sacfriendschurch.org,attention_deficit,target_sentence_plus_adjacent,44,0.3794126910413105,0.9963133640552996,5.365073271736363,0.07842263147932305,1085,898,771,"reason, turn, thing, mind, naturally, fickle, unstable, suffer","... he reason we turn our attention to other things is that our minds are naturally fickle and unstable. We suffer from spiritual <t>attention deficit</t> disorder. It is the steady gaze at Christ that overcomes the influence of the world, the flesh and the devil."
ADHD,lived_only,Lived experience,2014-2017,1,2014,2017,6,2016,86e04919c1534176,additude.com,attention_deficit,target_sentence,17,0.3595751918323348,0.9953917050691244,5.011474761077747,0.07842263147932305,1085,898,771,"twin, year, old, son, recently, diagnose, disorder",Her twin six-year-old sons had recently been diagnosed with <t>attention deficit</t> disorder (ADHD or ADD).
ADHD,lived_only,Lived experience,2014-2017,1,2014,2017,7,2014,ecba7a4e5c4f5a44,additudemag.com,attention_deficit,target_sentence,22,0.3482629098097998,0.9944700460829493,4.809836135503978,0.07842263147932305,1085,898,771,"true, son, ricochet, disorder, spd, learn, disability, gifted","That’s true for my son, Ricochet, who has <t>attention deficit</t> disorder (ADHD or ADD), SPD, learning disabilities, and a gifted IQ."
ADHD,lived_only,Lived experience,2014-2017,1,2014,2017,8,2014,372307244200e51b,shmoop.com,attention_deficit,target_sentence,26,0.33757906494379,0.9935483870967742,4.619399246613292,0.07842263147932305,1085,898,771,"trouble, find, learning, disability, dyslexia, disorder, truly, feel",""" Trouble seems to find him wherever he goes, and he has two learning disabilities (dyslexia and <t>attention deficit</t> disorder), making him truly feel like an outsider."
ADHD,lived_only,Lived experience,2014-2017,1,2014,2017,9,2015,8292d494166a634b,vox.com,adhd,target_sentence,29,0.3191152128649214,0.992626728110599,4.2902856558661835,0.07842263147932305,1085,898,771,"think, use, mobile, phone, nonlinear, feed, wrap, founder","“If you think about how we use the mobile phone, it is <t>ADHD</t>, it is nonlinear, it is a feed,” Wrap founder and CEO Eric Greenberg told Re/code."
ADHD,lived_only,Lived experience,2014-2017,1,2014,2017,10,2014,92af0934c0f6b6f9,sabden.org.uk,adhd,target_sentence,52,0.3125922419858471,0.9917050691244239,4.174015315355391,0.07842263147932305,1085,898,771,"webinar, successful, parent, foundation, school, sen, event, live","... webinar Successful schooling: A parent's guide to the foundations of achievement Join Rachel Varney (Therapeutic SENCo for the <t>ADHD</t> Foundation) for a webinar, as she gives advice to parents and carers on homework, school refusal, friendships and how to ..."
ADHD,lived_only,Lived experience,2018-2021,2,2018,2021,1,2021,693a603488c63966,totallywiredmag.com,adhd,target_sentence_plus_adjacent,60,0.5093657072500596,1.0,7.152179149275843,0.08268307402403685,1124,911,823,"track, kind, push, direction, far, away, actually, album","... that direction was “Far Away,” and although it’s not actually on the album, it really showed me the type of vibe it could be. “<t>ADHD</t>” was written after finally being diagnosed. It started mostly as a joke song, but it’s also just a good introduction to w ..."
ADHD,lived_only,Lived experience,2018-2021,2,2018,2021,2,2020,8954df8254588e83,kmalone.co,adhd,target_sentence,19,0.37676188813070666,0.9991103202846975,4.929435132137956,0.08268307402403685,1124,911,823,"idea, lot, hard, piece, synopsis","With so many ideas and a lot of <t>ADHD</t>, it’s hard to get any piece past a synopsis."
ADHD,lived_only,Lived experience,2018-2021,2,2018,2021,3,2021,7a4b3bc942e4cfb3,stingraymonitoring.com,attention_deficit,target_sentence,25,0.3740715924401279,0.998220640569395,4.884339608567979,0.08268307402403685,1124,911,823,"research, link, overtalking, anxiety, disorder, autism, spectrum, compulsive","Research has linked overtalking to anxiety, <t>attention deficit</t> disorder, being on the autism spectrum or to compulsive behavior on the lines of shopaholism or workaholism."
ADHD,lived_only,Lived experience,2018-2021,2,2018,2021,4,2020,8c0e2738c8bf4adc,vibesnscribes.com,adhd,target_sentence,35,0.3686532372817143,0.9973309608540926,4.79351555394364,0.08268307402403685,1124,911,823,"hand, reality, respect, comment, disposable, today, simple, readily","In reality, with respect to my comment above about “disposable”, the above (today) simple goes hand in hand with how the readily available access to media content has created, what I refer to “<t>ADHD</t>” mindsets."
ADHD,lived_only,Lived experience,2018-2021,2,2018,2021,5,2021,3f1f3bbd0dc9fc12,utm.edu,attention_deficit,target_sentence,71,0.36390316311075566,0.99644128113879,4.713893420775994,0.08268307402403685,1124,911,823,"student, disorder, health, emotional, arc, accomplish, mission, goal","... plishes our mission and goals by coordinating reasonable accommodations for students with disabilities, such as: - ADHD/<t>Attention Deficit</t> Disorder - Autism Spectrum Disorder - Blind/Low Vision - Chronic Health Conditions - Deaf/Hard of Hearing - Learnin ..."
ADHD,lived_only,Lived experience,2018-2021,2,2018,2021,6,2021,04b459cfa240b5e9,eschoolnews.com,attention_deficit,target_sentence,38,0.354831689877915,0.9955516014234875,4.561834732053203,0.08268307402403685,1124,911,823,"student, disorder, diagnosis, autism, child, struggle, communication, repetitive","Whether it be <t>attention deficit</t> disorder or having a diagnosis like autism, where a child may struggle with communication and have repetitive behaviors, disabilities can position students to not be seen in the same way as other students."
ADHD,lived_only,Lived experience,2018-2021,2,2018,2021,7,2019,e76c987fc836f057,jawwad.me,attention_deficit,target_sentence,17,0.3520732606222631,0.994661921708185,4.51559713372898,0.08268307402403685,1124,911,823,"skip, break, quality, productivity, fall, result, mental, fatigue","If you skip breaks, then quality of productivity will fall and result in <t>attention-deficit</t> (mental fatigue)."
ADHD,lived_only,Lived experience,2018-2021,2,2018,2021,8,2019,9660d0ff9f62185e,greatparks.org,attention_deficit,target_sentence,25,0.34831989627221527,0.9937722419928826,4.452682142225619,0.08268307402403685,1124,911,823,"disorder, sensory, experience, sensitivity, common, people, autism, spectrum","Anyone could experience a sensory sensitivity, but it is common in people who have autism spectrum disorder, sensory processing disorder and <t>attention deficit</t> disorder (ADD)."
ADHD,lived_only,Lived experience,2018-2021,2,2018,2021,9,2018,529b71438f08d436,iamfamily.eu,adhd,target_sentence,21,0.3443756845785,0.9924377224199288,4.38656811170407,0.08268307402403685,1124,911,823,"find, little, decide, order, online, immediate, delivery","I couldn’t find one so, as I am a little <t>ADHD</t> I decided to order one online with immediate delivery."
ADHD,lived_only,Lived experience,2018-2021,2,2018,2021,10,2018,1a4fc9776b4f7008,iamfamily.eu,adhd,target_sentence,21,0.3443756845785,0.9924377224199288,4.38656811170407,0.08268307402403685,1124,911,823,"find, little, decide, order, online, immediate, delivery","I couldn’t find one so, as I am a little <t>ADHD</t> I decided to order one online with immediate delivery."
ADHD,lived_only,Lived experience,2022-2026,3,2022,2026,1,2023,e1b76dc6e2a7880d,networthdetail.com,adhd,target_sentence,26,0.5695756056346448,1.0,8.933395844960382,0.0759564525899129,1194,921,847,"album, title, base, personal, life, diagnose, kid",One of his albums is also titled <t>ADHD</t> which is based on his personal life since he was diagnosed with ADHD when he was a kid.
ADHD,lived_only,Lived experience,2022-2026,3,2022,2026,2,2025,fa7b54c62a9884d5,kissfmdetroit.com,adhd,target_sentence,25,0.4716835742694262,0.9991624790619765,7.161770370424698,0.0759564525899129,1194,921,847,"build, momentum, steamy, collaboration, come, heel, lucas, july","Building on Momentum This steamy collaboration comes on the heels of Lucas’s July release, <t>ADHD</t> 2, the follow-up to his 2020 debut, ADHD."
ADHD,lived_only,Lived experience,2022-2026,3,2022,2026,3,2025,c8692363b976fe66,bigdreamersaba.com,attention_deficit,target_sentence,20,0.38033017911724387,0.998324958123953,5.508479497001935,0.0759564525899129,1194,921,847,"disorder, neurodivergent, individual, condition, learn, disability, anxiety, obsessive","Neurodivergent individuals may have conditions like learning disabilities, <t>attention deficit</t> disorders, anxiety disorders, obsessive-compulsive disorder, and Tourette's syndrome."
ADHD,lived_only,Lived experience,2022-2026,3,2022,2026,4,2023,fdb83f831c105258,optimizeyourself.me,adhd,target_sentence,16,0.38011883492764964,0.9974874371859297,5.504654642772653,0.0759564525899129,1194,921,847,route,"So you and I have that whole same <t>ADHD</t> like just going down these routes, right."
ADHD,lived_only,Lived experience,2022-2026,3,2022,2026,5,2023,a46ce0641a5201e2,theneurodivergentcoach.co.uk,attention_deficit,target_sentence,45,0.37987815541883907,0.9966499162479062,5.500298885280844,0.0759564525899129,1194,921,847,"foundation, training, relate, neuro, divergent, condition, dyslexia, dyspraxia","Foundation training related to neuro-divergent ‘conditions’ (such as Dyslexia, Dyspraxia, Dyscalculia, <t>Attention Deficit</t> Disorder and the Autistic Spectrum) is often not delivered as standard to those in leadership roles – yet it is estimated at least 1 ..."
ADHD,lived_only,Lived experience,2022-2026,3,2022,2026,6,2025,631814a1c2743d84,elon.edu,attention_deficit,target_sentence,14,0.37379353932830217,0.9958123953098827,5.390181026672437,0.0759564525899129,1194,921,847,"culturally, induce, behavior, reach, staggering, proportion, rise","Culturally-induced <t>attention-deficit</t> behavior has already reached staggering proportions, and is still rising."
ADHD,lived_only,Lived experience,2022-2026,3,2022,2026,7,2023,fff4a7dd4e74d5fd,chec.org,attention_deficit,target_sentence,25,0.35045628696284303,0.9949748743718593,4.967829276282614,0.0759564525899129,1194,921,847,"challenging, parent, child, special, need, label, highly, gift","This can be very challenging for parents of children who have special needs or labels such as “highly-gifted,” “<t>attention deficit</t> disorder,” or “autism spectrum."
ADHD,lived_only,Lived experience,2022-2026,3,2022,2026,8,2023,a46ce0641a5201e2,theneurodivergentcoach.co.uk,attention_deficit,target_sentence,47,0.3472335697333313,0.9941373534338358,4.90950534673081,0.0759564525899129,1194,921,847,"key, feature, foundation, training, relate, neuro, divergent, condition","Key features Foundation training related to neuro-divergent ‘conditions’ (such as Dyslexia, Dyspraxia, Dyscalculia, <t>Attention Deficit</t> Disorder and the Autistic Spectrum) is often not delivered as standard to those in leadership roles – yet it is estimat ..."
ADHD,lived_only,Lived experience,2022-2026,3,2022,2026,9,2026,569dcfc8d8db7335,gulf-insider.com,attention_deficit,target_sentence,22,0.33753323145680403,0.9932998324958124,4.733951053264433,0.0759564525899129,1194,921,847,"diagnose, disorder, psychologist, explain, high, low, maturity",He had been diagnosed with <t>attention deficit</t> hyperactivity disorder (ADHD); one psychologist explained that he had a high IQ but low maturity.
ADHD,lived_only,Lived experience,2022-2026,3,2022,2026,10,2023,f7860bb207a8b04f,pointypress.com,attention_deficit,target_sentence,13,0.33380401574637364,0.992462311557789,4.666460641016388,0.0759564525899129,1194,921,847,"davis, pierre, neurodiverse, autistic, disorder",Davis-Pierre is neurodiverse; she is autistic and has <t>attention-deficit</t> hyperactivity disorder.
Autism,substantive_core_overall,Overall,2014-2017,1,2014,2017,1,2017,2ba3526d0aacfb53,dox-box.org,autism,target_sentence,17,0.6870612138628602,1.0,10.776721448989468,0.09721397863694381,15482,10102,6828,"cbd, oil, demonstrate, best, organics, carry, powerful, organic",<t>autism</t> one CBD oil has been demonstrated by the Best Organics that carry powerful and organic ingredients.
Autism,substantive_core_overall,Overall,2014-2017,1,2014,2017,2,2016,fc2fb424312efd65,therightstuff.biz,autistic,target_sentence,18,0.6528043313443521,0.9999354088619041,10.150835866137967,0.09721397863694381,15482,10102,6828,"need, point, exact, coordinate, border",There is no need to get too <t>autistic</t> at this point about the exact coordinates of the border.
Autism,substantive_core_overall,Overall,2014-2017,1,2014,2017,3,2015,611cf5fe5791be6b,arrest-records-free.life,autism,target_sentence,31,0.6285085406691182,0.9998708177238083,9.706943019221987,0.09721397863694381,15482,10102,6828,"pejorative, mortality, man, stuff, day, attribute, etiquette, neuronal","Pejorative mortality, man in, and the <t>autism</t> of, stuff over day can be attributed to the etiquette that it has become then neuronal to distinguish between the consecutive and other floors."
Autism,substantive_core_overall,Overall,2014-2017,1,2014,2017,4,2016,8d85e0450eacfa14,debate.org,autistic,target_sentence,32,0.6005316649131491,0.9998062265857124,9.19579542196388,0.09721397863694381,15482,10102,6828,"government, feel, naseuas, time, ignorant, corpotatism, lead, capitalism","I feel naseuas every time someone says something ignorant and <t>autistic</t> as Corpotatism leads to Capitalism or vise versa because government and business create affairs and relations when government regulates markets, I."
Autism,substantive_core_overall,Overall,2014-2017,1,2014,2017,5,2016,039b5c8ca70ddde0,diamondhoggers.com,autistic,target_sentence,42,0.5811870836226014,0.9997416354476166,8.842362953918622,0.09721397863694381,15482,10102,6828,"sucker, baseball, mets, era, watch, lot, youtube, minute","Since I’m a sucker for 80’s baseball and the Mets in that era; I have watched a lot of these shows on YouTube because I’m like <t>autistic</t> about it, and it is like a few minutes of time travel."
Autism,substantive_core_overall,Overall,2014-2017,1,2014,2017,6,2014,b8bef4c3f48c87e3,imdb.com,autistic,target_sentence,54,0.5758739125911143,0.9996770443095208,8.745289405383218,0.09721397863694381,15482,10102,6828,"minus, point, excessive, grotesque, sake, image, coen, brother","... for its own sake images that Coen brothers have taken to enjoy shoving at their audience, the whole writing/directing team's <t>autistic</t> preoccupation with banal and boring baddies, and the minimization of the true driving force of Fargo, the far more inte ..."
Autism,substantive_core_overall,Overall,2014-2017,1,2014,2017,7,2016,afd8e255ed899b66,mcgintyvaluations.com,autism,target_sentence,12,0.5745275062580065,0.9996124531714249,8.720690076705344,0.09721397863694381,15482,10102,6828,"tailor, available, god, john",tailor has shown in the available <t>Autism</t> of God( John 14:6).
Autism,substantive_core_overall,Overall,2014-2017,1,2014,2017,8,2014,4d57f3dfb7545ae1,tgstation13.org,autistic,target_sentence,17,0.5728487823402502,0.999547862033329,8.690019186056027,0.09721397863694381,15482,10102,6828,"sound, warn, label, properly, teach, basic, high, school",Sorry for sounding <t>autistic</t> but aren't those warning labels properly taught in basic high school chemistry?
Autism,substantive_core_overall,Overall,2014-2017,1,2014,2017,9,2016,cd4da8a5eeee7039,washingtonpost.com,autistic,target_sentence,14,0.5666385759204364,0.9994832708952331,8.576556477866124,0.09721397863694381,15482,10102,6828,"israeli, military, elite, unit, embrace, skill, interpret, aerial","” Indeed, the Israeli military elite unit 9900 embraces <t>autistic</t> skills at interpreting aerial photographs."
Autism,substantive_core_overall,Overall,2014-2017,1,2014,2017,10,2015,d53cde74294d8479,conspiracydoctor.com,autistic,target_sentence,10,0.5456962815578441,0.9994186797571373,8.193933216502597,0.09721397863694381,15482,10102,6828,"love, story, pathetic, feel","o… My first love stories were pathetic, I felt <t>autistic</t>."
Autism,substantive_core_overall,Overall,2018-2021,2,2018,2021,1,2019,023f79de903ef9ad,medium.com,autistic,target_sentence,11,0.6209102466213636,1.0,9.527900028718024,0.10157169642414843,12514,8277,6832,"example, dude, build, computer","Example: “that dude built his own computer, he’s so <t>autistic</t>."
Autism,substantive_core_overall,Overall,2018-2021,2,2018,2021,2,2019,da72b439d0160425,sportwitness.co.uk,autistic,target_sentence,30,0.603968829709185,0.9999200894997603,9.217089043046396,0.10157169642414843,12514,8277,6832,"point, dugarry, decide, interject, help, friend, way, treat","” At this point, Dugarry decided to interject to help out his friend, by saying: “It’s the way he treats people, journalists, it’s a bit <t>autistic</t>, isn’t it?"
Autism,substantive_core_overall,Overall,2018-2021,2,2018,2021,3,2019,4cf0f3b87134e848,johnscrazysocks.com,autism,target_sentence,50,0.5718845965369199,0.9998401789995205,8.628464597494771,0.10157169642414843,12514,8277,6832,"sock, charity, society, syndrome, donate, percent, earning, special","... he Special Olympics and raise money through our Sock of the Month Club and charity and awareness socks for our charity partners like <t>Autism</t> Speaks, the Autism Society of America, the National Down Syndrome Society, and the Williams Syndrome Association."
Autism,substantive_core_overall,Overall,2018-2021,2,2018,2021,4,2018,6a83ee12ee95bad7,sponsoredprograms.info,autistic,target_sentence,17,0.5689674945844001,0.9997602684992808,8.57494679919801,0.10157169642414843,12514,8277,6832,"add, thing, look, good, fit, timeline, nonsense",They add things because it looks good not because it fits in with some <t>autistic</t> timeline nonsense.
Autism,substantive_core_overall,Overall,2018-2021,2,2018,2021,5,2020,09e91111976ea54a,ciosquawsor.tk,autistic,target_sentence,60,0.5669335857355944,0.9995604922486815,8.53763225712986,0.10157169642414843,12514,8277,6832,"finance, thousand, misguided, attempt, understand, world, high, thing","But out of all of those tens of thousands of misguided, <t>autistic</t> attempts at understanding the world of high finance, one thing gets so consistently - so *emphatically* - fucked up and misunderstood by you retards that last night I felt obligated at the ..."
Autism,substantive_core_overall,Overall,2018-2021,2,2018,2021,6,2020,40f1f611dde64089,dername.tk,autistic,target_sentence,60,0.5669335857355944,0.9995604922486815,8.53763225712986,0.10157169642414843,12514,8277,6832,"finance, thousand, misguided, attempt, understand, world, high, thing","But out of all of those tens of thousands of misguided, <t>autistic</t> attempts at understanding the world of high finance, one thing gets so consistently - so *emphatically* - fucked up and misunderstood by you retards that last night I felt obligated at the ..."
Autism,substantive_core_overall,Overall,2018-2021,2,2018,2021,7,2020,8b144da2bac716aa,santyacomlafastnis.tk,autistic,target_sentence,60,0.5669335857355944,0.9995604922486815,8.53763225712986,0.10157169642414843,12514,8277,6832,"finance, thousand, misguided, attempt, understand, world, high, thing","But out of all of those tens of thousands of misguided, <t>autistic</t> attempts at understanding the world of high finance, one thing gets so consistently - so *emphatically* - fucked up and misunderstood by you retards that last night I felt obligated at the ..."
Autism,substantive_core_overall,Overall,2018-2021,2,2018,2021,8,2020,5965ac827a06d797,fastmining.pw,autistic,target_sentence,60,0.5669335857355944,0.9995604922486815,8.53763225712986,0.10157169642414843,12514,8277,6832,"finance, thousand, misguided, attempt, understand, world, high, thing","But out of all of those tens of thousands of misguided, <t>autistic</t> attempts at understanding the world of high finance, one thing gets so consistently - so *emphatically* - fucked up and misunderstood by you retards that last night I felt obligated at the ..."
Autism,substantive_core_overall,Overall,2018-2021,2,2018,2021,9,2021,314b3dc0a5c7ca60,youngscientistlab.com,autistic,target_sentence,13,0.5667775347274411,0.9993607159980822,8.53476931078301,0.10157169642414843,12514,8277,6832,"wireless, wearable, customizable, electronic, solution, predict, prevent, meltdowns","A Wireless, Wearable and Customizable Electronic Solution to Predict and Prevent <t>Autistic</t> Meltdowns."
Autism,substantive_core_overall,Overall,2018-2021,2,2018,2021,10,2018,4472c3a0f43380e8,psybertron.org,autistic,target_sentence,22,0.553719155104735,0.9992808054978424,8.295197386967718,0.10157169642414843,12514,8277,6832,"truth, care, promote, narrow, conception, absolute, objective, game","- We care about truth, but should we promote a narrow “<t>autistic</t>” conception of absolute objective truth as the only game in town?"
Autism,substantive_core_overall,Overall,2022-2026,3,2022,2026,1,2022,2ac8cdbe7233aa8a,youngscientistlab.com,autistic,target_sentence,13,0.5697245942677139,1.0,9.42630741006887,0.09946890888104132,8812,5762,4755,"wireless, wearable, customizable, electronic, solution, predict, prevent, meltdowns","A Wireless, Wearable and Customizable Electronic Solution to Predict and Prevent <t>Autistic</t> Meltdowns."
Autism,substantive_core_overall,Overall,2022-2026,3,2022,2026,2,2024,61be82bf8a22830c,richardlittler.com,autistic,target_sentence,24,0.5431547732820292,0.9998865183840218,8.893713529283307,0.09946890888104132,8812,5762,4755,"life, pop, art, exhaustive, archive, ludicrously, time, consume","Part still life, part Pop Art, part exhaustive archive, it was ludicrously time consuming (and possibly the most <t>autistic</t> thing I have ever done)."
Autism,substantive_core_overall,Overall,2022-2026,3,2022,2026,3,2022,1ffbc1efd6bb7b66,boobingit.com,autism,target_sentence,34,0.5353280938479781,0.9997730367680435,8.736827204166863,0.09946890888104132,8812,5762,4755,"review, publish, cover, experience, mother, lead, aimee, grant","The review, published in <t>Autism</t> covered the experiences of more than 300 Autistic mothers and was led by Dr Aimee Grant from Swansea University’s Centre for Lactation, Infant Feeding and Translational Research (LIFT)."
Autism,substantive_core_overall,Overall,2022-2026,3,2022,2026,4,2023,cbb34f0695ef3d97,akarlin.com,autistic,target_sentence,42,0.5317249103493906,0.9996595551520654,8.664601144242367,0.09946890888104132,8812,5762,4755,"actually, impress, observation, jinping, skeptical, capability, armed, force",I am actually impressed by the observation that Xi Jinping is skeptical about the capabilities of his own armed forces and constantly disses them as the “Two Inabilities” and the “Five Incapables” even if it occurs in that <t>autistic</t> numerical CPC manner.
Autism,substantive_core_overall,Overall,2022-2026,3,2022,2026,5,2022,8d58b6d89d449260,iberianamerica.com,autism,target_sentence,27,0.5273112370791755,0.9995460735360872,8.576128761354658,0.09946890888104132,8812,5762,4755,"extreme, use, word, american, bring, september, day, pass","Putting aside their extreme <t>autism</t> over our use of the word ""American,"" you always have someone who brings up ""the other September 11"" whenever that day passes."
Autism,substantive_core_overall,Overall,2022-2026,3,2022,2026,6,2022,bef0e466d8c29c1f,lolcow.farm,autistic,target_sentence,27,0.5235078436198413,0.9994325919201089,8.499889479059432,0.09946890888104132,8812,5762,4755,"deeply, ask, clarify, intention, instead, jump, conclusion, feel","One was deeply <t>autistic</t> and would never ask me to clarify my intentions, instead jumping to conclusions about how I felt and stating them as absolute fact."
Autism,substantive_core_overall,Overall,2022-2026,3,2022,2026,7,2022,fca8069e7605c613,podbean.com,autistic,target_sentence,19,0.5068788069756625,0.9993191103041307,8.166559301004401,0.09946890888104132,8812,5762,4755,"push, obvious, seek, theme, concern, film, cinematic",We push beyond the obvious and seek out <t>autistic</t> themes and concerns in films from across the cinematic spectrum.
Autism,substantive_core_overall,Overall,2022-2026,3,2022,2026,8,2022,e4a8276c7eac2cf9,wwlp.com,autistic,target_sentence,59,0.4999043514661202,0.9992056286881525,8.026755862803043,0.09946890888104132,8812,5762,4755,"maybe, continue, arm, flap, high, register, voice, case","... aybe using a high register of voice – in some cases you might see that as aggression, but if you know that that’s a sign of somebody just having an exciting moment that’s <t>autistic</t>, that’s going to change how you handle the next step of that interaction."
Autism,substantive_core_overall,Overall,2022-2026,3,2022,2026,9,2025,89e621376d9c480a,tashangame.online,autism,target_sentence,13,0.4866492974415696,0.9990921470721743,7.761057397361319,0.09946890888104132,8812,5762,4755,"impulsive, decision, cost, play, strategy","Impulsive decisions will cost you many , and thus, always play with <t>autism</t> & strategy."
Autism,substantive_core_overall,Overall,2022-2026,3,2022,2026,10,2022,13890c0f7d430200,reverserett.org,autism,target_sentence,47,0.4823902728303474,0.9989786654561961,7.6756849574312875,0.09946890888104132,8812,5762,4755,"wang, vice, president, speaks, developmental, behavioral, pediatrician, care","Wang, who is a former Vice President of <t>Autism</t> Speaks, is a developmental-behavioral pediatrician who has cared for children with autism and associated genetic diagnosis, led a research lab, and designed and directed some of the largest studies of treat ..."
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,1,2017,2ba3526d0aacfb53,dox-box.org,autism,target_sentence,17,0.6817609609741173,1.0,12.383741986806529,0.08752037298045312,8390,5712,3891,"cbd, oil, demonstrate, best, organics, carry, powerful, organic",<t>autism</t> one CBD oil has been demonstrated by the Best Organics that carry powerful and organic ingredients.
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,2,2015,611cf5fe5791be6b,arrest-records-free.life,autism,target_sentence,31,0.6161815110983717,0.9998808104886769,11.01709183986873,0.08752037298045312,8390,5712,3891,"pejorative, mortality, man, stuff, day, attribute, etiquette, neuronal","Pejorative mortality, man in, and the <t>autism</t> of, stuff over day can be attributed to the etiquette that it has become then neuronal to distinguish between the consecutive and other floors."
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,3,2016,8d85e0450eacfa14,debate.org,autistic,target_sentence,32,0.5993848973815058,0.999761620977354,10.667056963886914,0.08752037298045312,8390,5712,3891,"government, feel, naseuas, time, ignorant, corpotatism, lead, capitalism","I feel naseuas every time someone says something ignorant and <t>autistic</t> as Corpotatism leads to Capitalism or vise versa because government and business create affairs and relations when government regulates markets, I."
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,4,2016,84eccf0c297d226c,romaniajournal.ro,autistic,target_sentence,26,0.5198979330908948,0.9996424314660309,9.010579643122139,0.08752037298045312,8390,5712,3891,"clear, authority, overwhelm, situation, unable, manage, terrorist, phenomenon","It is all too clear that the authorities are either overwhelmed by the situation, unable to manage the terrorist phenomenon (among others), or they are <t>autistic</t>."
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,5,2017,167a2a422e804750,hentaireviews.moe,autism,target_sentence,18,0.5029089467512189,0.999523241954708,8.656535796742917,0.08752037298045312,8390,5712,3891,"lead, company, psychopathic, egotistical, faggot, ceo, occasionally, embarrass","However, some companies are led by psychopathic egotistical faggot CEOs, whose <t>autism</t> occasionally leads to embarrassing fuck ups."
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,6,2016,d46570bc6f19324c,politifact.com,asd_disambiguated,target_sentence,22,0.5003391246891209,0.9994040524433849,8.60298170768873,0.08752037298045312,8390,5712,3891,"state, coordinator, work, task, force, ensure, effective, communication","The Coordinator will work with state task forces on <t>ASD</t> to ensure effective communication and collaboration among federal, state, and local agencies."
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,7,2017,316721e65c1fe008,tennis-am-glockenberg.de,autistic,target_sentence,40,0.4823227155548778,0.999284862932062,8.227526771161255,0.08752037298045312,8390,5712,3891,"powerful, treatment, valid, computational, change, boss, prim, miss","The <t>autistic</t> valid computational change Powerful Boss, Prim Miss's Chief of Staff Martyn Brown does not is the Campbell treatment was its treatment to withdraw Traditional jump week topics through more popular Powerful control modeling in its Soviet his ..."
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,8,2014,10758629c3c81d6b,locusonus.org,autistic,target_sentence,13,0.47735240384622635,0.9991656734207389,8.123947414520945,0.08752037298045312,8390,5712,3891,"believe, network, art, consider, practice",I don't believe that network art can be consider an <t>autistic</t> practice.
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,9,2015,0fbd509d7655ce5f,autismcanada.org,autism,target_sentence,35,0.4771158864974774,0.999046483909416,8.119018485259819,0.08752037298045312,8390,5712,3891,"october, vancouver, british, columbia, canada, partner, research, institute","October 28 – 29, 2017 | Vancouver, British Columbia In October 2017, <t>Autism</t> Canada partnered with The Autism Research Institute and the Pacific Autism Family Network to co-host an international Think Tank on Aging and Autism."
Autism,clinical_only,Clinical,2014-2017,1,2014,2017,10,2016,c5631c74bce322de,libertyfund.org,autistic,target_sentence,33,0.4682345293382284,0.9989272943980929,7.933934467481503,0.08752037298045312,8390,5712,3891,"intervention, person, restrict, autonomous, action, binary, occur, government","An “<t>autistic</t> intervention” is one which restricts a person’s autonomous actions, while a “binary intervention” occurs when the government uses its coercive power to force a person to engage in an exchange."
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,1,2019,023f79de903ef9ad,medium.com,autistic,target_sentence,11,0.6198414065477289,1.0,10.647017334924541,0.09700297552105575,6232,4329,3681,"example, dude, build, computer","Example: “that dude built his own computer, he’s so <t>autistic</t>."
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,2,2018,6a83ee12ee95bad7,sponsoredprograms.info,autistic,target_sentence,17,0.5623959199030508,0.9998395378690629,9.477204528857381,0.09700297552105575,6232,4329,3681,"add, thing, look, good, fit, timeline, nonsense",They add things because it looks good not because it fits in with some <t>autistic</t> timeline nonsense.
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,3,2021,314b3dc0a5c7ca60,youngscientistlab.com,autistic,target_sentence,13,0.5608920909369262,0.9996790757381258,9.446580741237849,0.09700297552105575,6232,4329,3681,"wireless, wearable, customizable, electronic, solution, predict, prevent, meltdowns","A Wireless, Wearable and Customizable Electronic Solution to Predict and Prevent <t>Autistic</t> Meltdowns."
Autism,clinical_only,Clinical,2018-2021,2,2018,2021,4,2018,4472c3a0f43380e8,psybertron.org,autistic,target_sentence,22,0.5526564569857618,0.9995186136071887,9.278871307044273,0.09700297552105575,6232,4329,3681,"truth, care, promote, narrow, conception, absolute, objective, game","- We care about truth, but should we promote a narrow “<t>autistic</t>” conception of absolute objective truth as the only game in town?"
